Datum;DeltaAnzahlVortag;DeltaGeheiltVortag;DeltaTotVortag;DeltaAktivVortag;DeltaTestGesamtVortag
26.02.2020 00:00:00;1;0;0;1;0
27.02.2020 00:00:00;2;0;0;2;0
28.02.2020 00:00:00;4;0;0;4;0
29.02.2020 00:00:00;1;0;0;1;0
01.03.2020 00:00:00;4;0;0;4;0
02.03.2020 00:00:00;5;0;0;5;0
03.03.2020 00:00:00;6;0;0;6;0
04.03.2020 00:00:00;14;0;0;14;0
05.03.2020 00:00:00;9;2;0;7;0
06.03.2020 00:00:00;29;0;0;29;0
07.03.2020 00:00:00;23;0;0;23;0
08.03.2020 00:00:00;28;0;0;28;0
09.03.2020 00:00:00;22;0;0;22;0
10.03.2020 00:00:00;55;1;0;54;0
11.03.2020 00:00:00;109;1;0;108;0
12.03.2020 00:00:00;98;3;1;94;0
13.03.2020 00:00:00;182;0;0;182;0
14.03.2020 00:00:00;210;3;1;206;0
15.03.2020 00:00:00;198;4;1;193;0
16.03.2020 00:00:00;226;12;2;212;0
17.03.2020 00:00:00;346;2;2;342;0
18.03.2020 00:00:00;372;2;5;365;0
19.03.2020 00:00:00;455;4;3;448;0
20.03.2020 00:00:00;509;10;5;494;0
21.03.2020 00:00:00;548;11;6;531;0
22.03.2020 00:00:00;618;18;8;592;0
23.03.2020 00:00:00;687;56;12;619;0
24.03.2020 00:00:00;723;90;10;623;0
25.03.2020 00:00:00;754;97;9;648;0
26.03.2020 00:00:00;1057;161;16;880;0
27.03.2020 00:00:00;807;221;20;566;0
28.03.2020 00:00:00;617;196;19;402;0
29.03.2020 00:00:00;547;252;14;281;0
30.03.2020 00:00:00;671;370;21;280;0
31.03.2020 00:00:00;551;376;18;157;0
01.04.2020 00:00:00;549;345;11;193;16834
02.04.2020 00:00:00;438;385;20;33;75356
03.04.2020 00:00:00;411;472;18;-79;6153
04.04.2020 00:00:00;253;533;20;-300;5791
05.04.2020 00:00:00;183;345;22;-184;4282
06.04.2020 00:00:00;306;717;31;-442;2880
07.04.2020 00:00:00;289;520;29;-260;3939
08.04.2020 00:00:00;290;610;17;-337;5520
09.04.2020 00:00:00;276;599;22;-345;5532
10.04.2020 00:00:00;357;637;23;-303;8456
11.04.2020 00:00:00;203;402;17;-216;6232
12.04.2020 00:00:00;111;314;12;-215;3902
13.04.2020 00:00:00;87;307;21;-241;3535
14.04.2020 00:00:00;150;557;13;-420;3384
15.04.2020 00:00:00;129;493;15;-379;5005
16.04.2020 00:00:00;111;456;22;-367;6015
17.04.2020 00:00:00;100;423;13;-336;6456
18.04.2020 00:00:00;60;256;17;-213;6660
19.04.2020 00:00:00;47;163;16;-132;3312
20.04.2020 00:00:00;68;386;9;-327;3705
21.04.2020 00:00:00;70;433;18;-381;6069
22.04.2020 00:00:00;73;259;12;-198;12776
23.04.2020 00:00:00;60;248;6;-194;4041
24.04.2020 00:00:00;79;263;7;-191;6851
25.04.2020 00:00:00;62;140;14;-92;8403
26.04.2020 00:00:00;35;110;9;-84;6542
27.04.2020 00:00:00;70;198;4;-132;4906
28.04.2020 00:00:00;49;170;13;-134;7041
29.04.2020 00:00:00;61;175;6;-120;8176
30.04.2020 00:00:00;54;204;6;-156;8645
01.05.2020 00:00:00;37;111;3;-77;7680
02.05.2020 00:00:00;28;80;2;-54;5540
03.05.2020 00:00:00;12;58;6;-52;4736
04.05.2020 00:00:00;30;151;3;-124;4716
05.05.2020 00:00:00;54;124;3;-73;6812
06.05.2020 00:00:00;46;119;4;-77;6371
07.05.2020 00:00:00;38;119;2;-83;5640
08.05.2020 00:00:00;50;166;5;-121;6175
09.05.2020 00:00:00;30;74;4;-48;7621
10.05.2020 00:00:00;15;57;2;-44;4818
11.05.2020 00:00:00;66;93;2;-29;2976
12.05.2020 00:00:00;38;91;1;-54;9830
13.05.2020 00:00:00;52;76;1;-25;6938
14.05.2020 00:00:00;54;76;3;-25;8354
15.05.2020 00:00:00;81;70;0;11;6745
16.05.2020 00:00:00;15;53;1;-39;6042
17.05.2020 00:00:00;26;25;1;0;5116
18.05.2020 00:00:00;58;51;3;4;3560
19.05.2020 00:00:00;60;69;1;-10;6366
20.05.2020 00:00:00;30;51;3;-24;7157
21.05.2020 00:00:00;31;56;2;-27;6045
22.05.2020 00:00:00;28;51;3;-26;4851
23.05.2020 00:00:00;24;47;1;-24;5875
24.05.2020 00:00:00;31;39;0;-8;5494
25.05.2020 00:00:00;25;58;1;-34;3484
26.05.2020 00:00:00;22;86;2;-66;5844
27.05.2020 00:00:00;50;76;0;-26;7521
28.05.2020 00:00:00;19;80;0;-61;8666
29.05.2020 00:00:00;42;57;1;-16;6930
30.05.2020 00:00:00;32;32;0;0;7841
31.05.2020 00:00:00;5;35;0;-30;6391
01.06.2020 00:00:00;19;30;1;-12;3286
02.06.2020 00:00:00;16;69;0;-53;4558
03.06.2020 00:00:00;53;37;3;13;6580
04.06.2020 00:00:00;17;48;2;-33;8508
05.06.2020 00:00:00;67;32;1;34;7983
06.06.2020 00:00:00;31;24;0;7;6463
07.06.2020 00:00:00;25;27;0;-2;3685
08.06.2020 00:00:00;24;54;1;-31;5164
09.06.2020 00:00:00;15;29;2;-16;6160
10.06.2020 00:00:00;34;36;2;-4;5423
11.06.2020 00:00:00;22;30;0;-8;3967
12.06.2020 00:00:00;37;27;0;10;6270
13.06.2020 00:00:00;22;26;1;-5;4395
14.06.2020 00:00:00;18;17;3;-2;3864
15.06.2020 00:00:00;53;33;5;15;2830
16.06.2020 00:00:00;19;22;2;-5;5030
17.06.2020 00:00:00;31;37;1;-7;7915
18.06.2020 00:00:00;32;31;0;1;5312
19.06.2020 00:00:00;52;35;1;16;6203
20.06.2020 00:00:00;32;35;2;-5;6078
21.06.2020 00:00:00;29;13;1;15;2376
22.06.2020 00:00:00;31;39;1;-9;5216
23.06.2020 00:00:00;43;34;2;7;6673
24.06.2020 00:00:00;35;23;2;10;6111
25.06.2020 00:00:00;44;33;1;10;5659
26.06.2020 00:00:00;74;26;0;48;6199
27.06.2020 00:00:00;45;31;2;12;7053
28.06.2020 00:00:00;63;22;1;40;5025
29.06.2020 00:00:00;49;36;1;12;3855
30.06.2020 00:00:00;101;32;0;69;6381
01.07.2020 00:00:00;95;32;0;63;8110
02.07.2020 00:00:00;80;43;0;37;7834
03.07.2020 00:00:00;134;46;1;87;6805
04.07.2020 00:00:00;106;23;0;83;7174
05.07.2020 00:00:00;76;28;0;48;5125
06.07.2020 00:00:00;68;38;0;30;6301
07.07.2020 00:00:00;91;47;0;44;6044
08.07.2020 00:00:00;117;46;0;71;8071
09.07.2020 00:00:00;72;51;0;21;7507
10.07.2020 00:00:00;105;62;0;43;7757
11.07.2020 00:00:00;90;54;2;34;8225
12.07.2020 00:00:00;52;46;1;5;5031
13.07.2020 00:00:00;98;85;1;12;3876
