"REF_YEAR";"NUTS0";"NUTS1";"NUTS2";"BL_CODE";"BUNDESLAND";"WEEK_NO";"DEATHS_65PLUS";"DEATHS_0_64";"LOWER_MARGIN_65_PLUS";"LOWER_MARGIN_0_64";"UPPER_MARGIN_65_PLUS";"UPPER_MARGIN_0_64";"PREDICTION_DEATHS_65_PLUS";"PREDICTION_DEATHS_0_64"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"1";"53";"16";"33";"3";"69";"19";"50";"10"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"2";"62";"13";"34";"3";"71";"19";"52";"10"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"3";"60";"6";"35";"3";"73";"19";"53";"10"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"4";"45";"13";"36";"3";"74";"19";"54";"10"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"5";"44";"9";"37";"3";"75";"19";"55";"10"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"6";"52";"9";"37";"3";"76";"19";"56";"10"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"7";"64";"17";"38";"3";"76";"18";"56";"10"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"8";"51";"11";"38";"3";"77";"18";"56";"10"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"9";"41";"11";"38";"3";"76";"18";"56";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"10";"46";"11";"38";"3";"76";"18";"56";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"11";"50";"5";"37";"2";"75";"18";"55";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"12";"47";"9";"36";"2";"74";"18";"54";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"13";"44";"9";"35";"2";"73";"17";"53";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"14";"53";"4";"34";"2";"71";"17";"52";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"15";"50";"8";"33";"2";"70";"17";"50";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"16";"46";"7";"32";"2";"68";"17";"49";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"17";"42";"9";"31";"2";"66";"17";"48";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"18";"36";"5";"30";"2";"65";"17";"47";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"19";"49";"7";"30";"2";"65";"17";"46";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"20";"51";"9";"29";"2";"64";"17";"46";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"21";"62";"6";"29";"2";"64";"17";"46";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"22";"52";"8";"29";"2";"64";"17";"46";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"23";"40";"3";"29";"2";"64";"18";"46";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"24";"34";"12";"29";"2";"64";"18";"46";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"25";"46";"9";"30";"3";"65";"18";"46";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"26";"35";"4";"30";"3";"65";"18";"47";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"27";"42";"11";"30";"3";"65";"18";"47";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"28";"42";"14";"30";"3";"65";"18";"47";"10"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"29";"74";"11";"30";"3";"65";"18";"47";"10"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"30";"59";"12";"30";"3";"65";"18";"47";"10"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"31";"44";"6";"30";"3";"65";"18";"47";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"32";"37";"5";"30";"2";"64";"18";"46";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"33";"51";"7";"29";"2";"64";"18";"46";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"34";"42";"9";"29";"2";"64";"17";"46";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"35";"52";"11";"29";"2";"64";"17";"46";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"36";"28";"8";"29";"2";"64";"17";"45";"8"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"37";"53";"5";"29";"2";"64";"17";"46";"8"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"38";"38";"9";"29";"2";"64";"17";"46";"8"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"39";"47";"7";"29";"2";"64";"17";"46";"8"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"40";"57";"8";"30";"2";"65";"17";"46";"8"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"41";"52";"7";"30";"2";"65";"17";"47";"8"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"42";"52";"5";"31";"2";"66";"16";"47";"8"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"43";"53";"9";"31";"2";"67";"17";"48";"8"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"44";"50";"11";"32";"2";"68";"17";"49";"8"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"45";"52";"11";"33";"2";"69";"17";"50";"8"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"46";"64";"7";"33";"2";"70";"17";"51";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"47";"42";"11";"34";"2";"71";"17";"52";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"48";"47";"10";"35";"2";"73";"18";"53";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"49";"58";"8";"36";"2";"74";"18";"54";"9"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"50";"54";"7";"37";"3";"75";"18";"55";"10"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"51";"47";"9";"38";"3";"77";"19";"56";"10"
"2007";"AT";"AT1";"AT11";"1";"Burgenland";"52";"74";"10";"39";"3";"78";"19";"58";"10"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"1";"55";"14";"34";"4";"71";"21";"52";"12"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"2";"52";"18";"35";"4";"72";"21";"53";"11"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"3";"62";"7";"36";"3";"73";"20";"53";"11"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"4";"68";"9";"36";"3";"74";"20";"54";"11"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"5";"64";"13";"37";"3";"75";"19";"55";"10"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"6";"58";"7";"37";"3";"75";"19";"55";"10"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"7";"48";"6";"37";"3";"75";"18";"55";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"8";"52";"11";"37";"2";"75";"18";"55";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"9";"50";"6";"37";"2";"75";"18";"55";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"10";"51";"9";"37";"2";"75";"17";"55";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"11";"50";"8";"36";"2";"74";"17";"54";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"12";"61";"10";"36";"2";"73";"17";"53";"8"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"13";"52";"6";"35";"2";"72";"16";"53";"8"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"14";"40";"8";"34";"2";"71";"16";"52";"8"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"15";"62";"12";"33";"2";"70";"16";"50";"8"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"16";"44";"8";"32";"2";"68";"17";"49";"8"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"17";"42";"8";"31";"2";"67";"17";"48";"8"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"18";"40";"11";"31";"2";"66";"17";"47";"8"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"19";"44";"5";"30";"2";"65";"17";"47";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"20";"40";"7";"30";"2";"65";"17";"46";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"21";"44";"9";"29";"2";"64";"17";"46";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"22";"39";"15";"29";"2";"64";"18";"46";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"23";"50";"8";"29";"2";"64";"18";"46";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"24";"39";"13";"29";"3";"64";"18";"46";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"25";"39";"14";"29";"3";"64";"18";"46";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"26";"51";"7";"30";"3";"64";"18";"46";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"27";"46";"8";"30";"3";"64";"18";"46";"10"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"28";"51";"8";"30";"3";"64";"19";"46";"10"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"29";"47";"10";"30";"3";"64";"19";"46";"10"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"30";"38";"10";"30";"3";"64";"19";"46";"10"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"31";"58";"8";"30";"3";"64";"19";"46";"10"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"32";"53";"6";"30";"3";"65";"19";"46";"10"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"33";"41";"6";"30";"3";"65";"18";"46";"10"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"34";"40";"9";"30";"3";"65";"18";"46";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"35";"36";"10";"30";"2";"65";"18";"47";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"36";"46";"11";"30";"2";"65";"17";"47";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"37";"59";"5";"31";"2";"66";"17";"47";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"38";"55";"8";"31";"2";"67";"17";"48";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"39";"52";"8";"31";"2";"67";"17";"48";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"40";"50";"8";"32";"2";"68";"17";"49";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"41";"47";"8";"33";"2";"69";"17";"50";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"42";"62";"2";"33";"2";"70";"17";"51";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"43";"49";"7";"34";"2";"71";"17";"51";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"44";"29";"9";"34";"2";"71";"17";"52";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"45";"49";"8";"35";"2";"72";"17";"52";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"46";"56";"10";"35";"2";"72";"17";"53";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"47";"55";"5";"35";"2";"73";"17";"53";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"48";"59";"7";"36";"2";"73";"17";"53";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"49";"47";"7";"36";"2";"73";"18";"54";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"50";"59";"10";"36";"2";"74";"18";"54";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"51";"46";"7";"36";"3";"74";"18";"54";"9"
"2008";"AT";"AT1";"AT11";"1";"Burgenland";"52";"67";"8";"36";"3";"74";"18";"54";"10"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"1";"76";"10";"36";"5";"74";"23";"54";"13"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"2";"50";"11";"37";"4";"75";"22";"55";"12"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"3";"75";"13";"37";"4";"75";"21";"55";"12"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"4";"72";"13";"37";"4";"76";"21";"56";"11"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"5";"72";"7";"38";"3";"76";"20";"56";"11"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"6";"55";"7";"38";"3";"76";"19";"56";"10"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"7";"55";"7";"38";"3";"77";"19";"56";"10"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"8";"56";"3";"38";"3";"77";"18";"56";"10"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"9";"52";"5";"38";"2";"76";"18";"56";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"10";"55";"11";"38";"2";"76";"18";"56";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"11";"46";"10";"37";"2";"76";"17";"56";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"12";"49";"6";"37";"2";"75";"17";"55";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"13";"43";"8";"36";"2";"74";"17";"54";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"14";"65";"7";"36";"2";"73";"17";"54";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"15";"42";"10";"35";"2";"72";"17";"53";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"16";"50";"10";"34";"2";"71";"17";"52";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"17";"43";"12";"33";"2";"70";"18";"51";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"18";"47";"9";"33";"2";"69";"18";"50";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"19";"50";"7";"32";"2";"68";"18";"49";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"20";"48";"10";"31";"2";"66";"18";"48";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"21";"64";"12";"30";"2";"65";"18";"47";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"22";"51";"11";"30";"2";"65";"18";"46";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"23";"51";"6";"30";"2";"64";"18";"46";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"24";"38";"9";"29";"2";"64";"18";"46";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"25";"49";"9";"30";"2";"64";"18";"46";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"26";"38";"7";"30";"2";"65";"17";"46";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"27";"43";"9";"30";"2";"65";"17";"47";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"28";"41";"5";"30";"2";"66";"17";"47";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"29";"41";"13";"31";"2";"66";"17";"47";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"30";"26";"11";"31";"2";"66";"17";"48";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"31";"39";"10";"31";"2";"67";"17";"48";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"32";"35";"5";"31";"2";"67";"17";"48";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"33";"32";"5";"32";"2";"68";"17";"49";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"34";"44";"6";"32";"2";"68";"17";"49";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"35";"45";"8";"32";"2";"68";"17";"49";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"36";"39";"10";"32";"2";"68";"17";"49";"8"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"37";"34";"5";"32";"2";"68";"16";"49";"8"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"38";"41";"8";"32";"2";"68";"16";"49";"8"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"39";"46";"7";"32";"2";"68";"16";"49";"8"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"40";"57";"6";"32";"2";"69";"16";"50";"8"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"41";"46";"8";"33";"2";"69";"16";"50";"8"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"42";"43";"6";"33";"2";"70";"16";"51";"8"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"43";"51";"12";"34";"2";"70";"16";"51";"8"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"44";"54";"12";"34";"2";"71";"16";"52";"8"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"45";"47";"5";"35";"2";"72";"16";"53";"8"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"46";"41";"5";"36";"2";"74";"16";"54";"8"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"47";"38";"12";"37";"2";"75";"17";"55";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"48";"48";"7";"38";"2";"77";"17";"56";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"49";"48";"6";"39";"3";"78";"18";"58";"9"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"50";"46";"9";"40";"3";"80";"19";"59";"10"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"51";"49";"6";"42";"3";"82";"20";"61";"11"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"52";"42";"10";"44";"4";"84";"21";"63";"11"
"2009";"AT";"AT1";"AT11";"1";"Burgenland";"53";"52";"11";"45";"4";"87";"22";"65";"12"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"1";"51";"6";"35";"4";"72";"21";"53";"12"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"2";"53";"6";"35";"4";"73";"21";"53";"11"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"3";"62";"9";"36";"3";"73";"20";"53";"11"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"4";"59";"11";"36";"3";"73";"20";"53";"10"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"5";"55";"4";"36";"3";"73";"19";"53";"10"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"6";"60";"8";"36";"3";"73";"19";"53";"10"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"7";"50";"5";"35";"3";"73";"18";"53";"9"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"8";"56";"9";"35";"2";"73";"18";"53";"9"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"9";"45";"10";"35";"2";"72";"17";"53";"9"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"10";"62";"13";"35";"2";"72";"17";"52";"9"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"11";"55";"12";"34";"2";"71";"17";"52";"9"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"12";"65";"7";"34";"2";"70";"17";"51";"9"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"13";"43";"8";"33";"2";"70";"17";"50";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"14";"37";"11";"33";"2";"69";"17";"50";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"15";"51";"8";"32";"2";"68";"17";"49";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"16";"64";"7";"32";"2";"68";"17";"49";"9"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"17";"58";"7";"31";"2";"67";"17";"48";"9"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"18";"47";"5";"31";"2";"66";"17";"48";"9"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"19";"46";"17";"30";"2";"65";"17";"47";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"20";"45";"8";"30";"2";"64";"17";"46";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"21";"47";"7";"29";"2";"64";"17";"46";"9"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"22";"40";"13";"29";"2";"64";"17";"46";"9"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"23";"55";"14";"29";"2";"64";"17";"46";"9"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"24";"42";"6";"29";"2";"64";"17";"46";"9"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"25";"32";"9";"29";"2";"64";"17";"46";"9"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"26";"55";"15";"30";"2";"64";"17";"46";"9"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"27";"46";"10";"29";"2";"64";"17";"46";"9"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"28";"58";"6";"29";"2";"64";"17";"46";"9"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"29";"49";"8";"29";"2";"64";"17";"46";"9"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"30";"48";"8";"29";"2";"64";"17";"46";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"31";"40";"13";"29";"2";"64";"16";"46";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"32";"43";"7";"29";"2";"64";"16";"46";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"33";"40";"6";"30";"2";"65";"16";"46";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"34";"41";"12";"30";"2";"65";"16";"47";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"35";"32";"10";"30";"2";"66";"16";"47";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"36";"54";"5";"31";"2";"66";"15";"48";"7"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"37";"37";"5";"31";"2";"67";"15";"48";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"38";"49";"14";"32";"2";"68";"16";"49";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"39";"57";"7";"32";"2";"68";"16";"49";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"40";"57";"10";"32";"2";"69";"16";"50";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"41";"56";"9";"33";"2";"69";"16";"50";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"42";"51";"11";"33";"2";"69";"16";"50";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"43";"38";"7";"33";"2";"70";"16";"51";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"44";"44";"10";"34";"2";"71";"16";"51";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"45";"40";"9";"35";"2";"72";"16";"52";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"46";"37";"5";"35";"2";"73";"16";"53";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"47";"49";"12";"36";"2";"74";"16";"54";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"48";"53";"10";"37";"2";"75";"17";"55";"8"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"49";"61";"5";"37";"2";"76";"17";"56";"9"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"50";"41";"7";"38";"2";"77";"17";"57";"9"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"51";"48";"6";"39";"2";"79";"18";"58";"9"
"2010";"AT";"AT1";"AT11";"1";"Burgenland";"52";"50";"10";"41";"3";"80";"18";"59";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"1";"54";"7";"37";"3";"75";"19";"55";"10"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"2";"48";"9";"36";"3";"74";"19";"54";"10"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"3";"50";"15";"36";"3";"74";"18";"54";"10"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"4";"55";"8";"35";"3";"73";"18";"53";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"5";"66";"10";"35";"3";"72";"18";"53";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"6";"56";"9";"35";"3";"72";"18";"52";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"7";"47";"8";"34";"2";"71";"18";"52";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"8";"59";"13";"34";"2";"70";"18";"51";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"9";"49";"2";"33";"2";"69";"18";"50";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"10";"46";"11";"33";"2";"69";"18";"50";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"11";"54";"17";"32";"2";"68";"18";"49";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"12";"48";"8";"31";"2";"67";"18";"48";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"13";"45";"11";"31";"3";"66";"18";"48";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"14";"52";"8";"31";"3";"66";"18";"47";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"15";"50";"7";"31";"3";"66";"18";"47";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"16";"58";"6";"31";"3";"66";"18";"47";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"17";"49";"11";"31";"2";"66";"18";"47";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"18";"51";"7";"30";"2";"66";"18";"47";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"19";"57";"10";"30";"2";"65";"18";"47";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"20";"44";"9";"30";"2";"65";"18";"47";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"21";"53";"13";"30";"2";"65";"18";"47";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"22";"44";"8";"30";"2";"65";"18";"47";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"23";"36";"5";"30";"2";"65";"18";"47";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"24";"49";"12";"30";"2";"65";"18";"47";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"25";"42";"3";"30";"2";"65";"18";"47";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"26";"53";"9";"30";"2";"65";"18";"47";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"27";"39";"8";"30";"2";"65";"17";"47";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"28";"37";"9";"30";"2";"64";"17";"46";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"29";"49";"7";"29";"2";"64";"17";"46";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"30";"28";"7";"29";"2";"64";"17";"45";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"31";"39";"8";"29";"2";"64";"17";"45";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"32";"44";"8";"29";"2";"64";"17";"46";"9"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"33";"49";"6";"29";"2";"64";"17";"46";"8"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"34";"50";"10";"30";"2";"65";"17";"46";"8"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"35";"46";"14";"30";"2";"65";"16";"47";"8"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"36";"47";"7";"31";"2";"66";"16";"47";"8"
"2011";"AT";"AT1";"AT11";"1";"Burgenland";"37";"43";"8";"31";"2";"66";"16";"48";"8"
